,Note Name,Frequency,Times,Cents
0,rest,0.0,0.0,0
1,C4,266.19869962824436,0.011609977324263039,30
2,C4,264.6655079380657,0.023219954648526078,20
3,C4,264.6655079380657,0.034829931972789115,20
4,C4,264.6655079380657,0.046439909297052155,20
5,C4,264.6655079380657,0.058049886621315196,20
6,C4,264.6655079380657,0.06965986394557823,20
7,C4,264.6655079380657,0.08126984126984127,20
8,C4,264.6655079380657,0.09287981859410431,20
9,C4,264.6655079380657,0.10448979591836735,20
10,C4,264.6655079380657,0.11609977324263039,20
11,C4,264.6655079380657,0.12770975056689343,20
12,C4,264.6655079380657,0.13931972789115646,20
13,C4,264.6655079380657,0.1509297052154195,20
14,C4,266.19869962824436,0.16253968253968254,30
15,C#4,270.8517709358815,0.17414965986394557,-40
16,rest,0.0,0.18575963718820862,0
17,rest,0.0,0.19736961451247165,0
18,rest,0.0,0.2089795918367347,0
19,rest,0.0,0.22058956916099773,0
20,rest,0.0,0.23219954648526078,0
21,rest,0.0,0.2438095238095238,0
22,rest,0.0,0.25541950113378686,0
23,rest,0.0,0.26702947845804986,0
24,rest,0.0,0.2786394557823129,0
25,rest,0.0,0.29024943310657597,0
26,rest,0.0,0.301859410430839,0
27,rest,0.0,0.313469387755102,0
28,rest,0.0,0.3250793650793651,0
29,rest,0.0,0.33668934240362813,0
30,rest,0.0,0.34829931972789113,0
31,rest,0.0,0.3599092970521542,0
32,rest,0.0,0.37151927437641724,0
33,rest,0.0,0.3831292517006803,0
34,rest,0.0,0.3947392290249433,0
35,rest,0.0,0.40634920634920635,0
36,rest,0.0,0.4179591836734694,0
37,rest,0.0,0.4295691609977324,0
38,rest,0.0,0.44117913832199546,0
39,rest,0.0,0.4527891156462585,0
40,rest,0.0,0.46439909297052157,0
41,rest,0.0,0.47600907029478456,0
42,rest,0.0,0.4876190476190476,0
43,rest,0.0,0.4992290249433107,0
44,rest,0.0,0.5108390022675737,0
45,rest,0.0,0.5224489795918368,0
46,rest,0.0,0.5340589569160997,0
47,rest,0.0,0.5456689342403628,0
48,rest,0.0,0.5572789115646258,0
49,rest,0.0,0.5688888888888889,0
50,rest,0.0,0.5804988662131519,0
51,rest,0.0,0.592108843537415,0
52,rest,0.0,0.603718820861678,0
53,rest,0.0,0.615328798185941,0
54,rest,0.0,0.626938775510204,0
55,rest,0.0,0.6385487528344671,0
56,rest,0.0,0.6501587301587302,0
57,rest,0.0,0.6617687074829932,0
58,rest,0.0,0.6733786848072563,0
59,rest,0.0,0.6849886621315193,0
60,rest,0.0,0.6965986394557823,0
61,rest,0.0,0.7082086167800453,0
62,rest,0.0,0.7198185941043084,0
63,rest,0.0,0.7314285714285714,0
64,rest,0.0,0.7430385487528345,0
65,rest,0.0,0.7546485260770975,0
66,rest,0.0,0.7662585034013606,0
67,rest,0.0,0.7778684807256235,0
68,rest,0.0,0.7894784580498866,0
69,rest,0.0,0.8010884353741496,0
70,rest,0.0,0.8126984126984127,0
71,rest,0.0,0.8243083900226758,0
72,rest,0.0,0.8359183673469388,0
73,rest,0.0,0.8475283446712019,0
74,rest,0.0,0.8591383219954648,0
75,rest,0.0,0.8707482993197279,0
76,rest,0.0,0.8823582766439909,0
77,rest,0.0,0.893968253968254,0
78,rest,0.0,0.905578231292517,0
79,rest,0.0,0.9171882086167801,0
80,rest,0.0,0.9287981859410431,0
81,rest,0.0,0.9404081632653061,0
82,rest,0.0,0.9520181405895691,0
83,rest,0.0,0.9636281179138322,0
84,rest,0.0,0.9752380952380952,0
85,rest,0.0,0.9868480725623583,0
86,rest,0.0,0.9984580498866213,0
87,rest,0.0,1.0100680272108844,0
88,rest,0.0,1.0216780045351475,0
89,rest,0.0,1.0332879818594105,0
90,rest,0.0,1.0448979591836736,0
91,rest,0.0,1.0565079365079366,0
92,rest,0.0,1.0681179138321995,0
93,rest,0.0,1.0797278911564625,0
94,rest,0.0,1.0913378684807256,0
95,rest,0.0,1.1029478458049886,0
96,rest,0.0,1.1145578231292517,0
97,rest,0.0,1.1261678004535147,0
98,rest,0.0,1.1377777777777778,0
99,rest,0.0,1.1493877551020408,0
100,rest,0.0,1.1609977324263039,0
101,rest,0.0,1.172607709750567,0
102,rest,0.0,1.18421768707483,0
103,rest,0.0,1.195827664399093,0
104,rest,0.0,1.207437641723356,0
